expense_id,matter_id,expense_date,expense_type,amount,vendor
836,56,2024-10-23,Document Review,1461.13,Garcia PLC
837,56,2024-04-30,Expert Witness,36827.42,"Huynh, Price and Perez"
838,56,2024-10-15,Investigation,10497.27,Sims-Anderson
839,56,2024-11-14,Document Review,1945.72,Johnson LLC
840,56,2024-11-20,Travel,2436.05,Lin-Mcdonald
841,56,2024-11-23,Deposition,9980.48,Dunn-Taylor
842,56,2024-12-16,Travel,8561.7,"Thompson, Harper and Welch"
843,56,2024-09-16,Court Fees,767.74,"Graham, Bowman and Ferguson"
844,56,2024-12-04,Investigation,10861.51,Fernandez-Ballard
845,56,2024-07-22,Document Review,1932.46,Gutierrez-Moore
846,56,2024-03-19,Research/Legal Database,2590.88,"Ochoa, Charles and Cooper"
847,56,2024-07-30,Document Review,8387.8,Watts Group
848,56,2024-12-15,Investigation,908.34,Evans-Cannon
849,56,2024-11-02,Mediation Services,7382.71,"Hall, Smith and Brooks"
850,57,2023-07-09,Document Review,13050.48,"Kim, Wright and Espinoza"
851,57,2023-12-26,Transcript Services,6399.67,Walker-Miller
852,57,2023-12-11,Research/Legal Database,3073.11,"Duran, Kent and Aguirre"
853,57,2024-01-22,Court Fees,4963.35,Wong-Patel
854,57,2023-03-28,Document Review,12005.04,Castaneda and Sons
855,57,2022-12-22,Research/Legal Database,4699.38,Walsh PLC
856,57,2023-08-08,Document Review,12569.54,"Dean, Lopez and Smith"
857,57,2022-10-20,Travel,2551.52,"Johnson, Compton and Campbell"
858,57,2022-12-14,Court Fees,985.47,Acosta-Hall
859,57,2023-01-01,Transcript Services,1248.46,Robinson-Fisher
860,57,2024-04-05,Travel,3749.31,Bolton-Ford
861,57,2024-04-09,Mediation Services,6758.51,Miller-Christensen
862,57,2022-12-29,Filing Fees,1468.01,Rowe-Jones
863,57,2023-08-20,Investigation,673.99,Huang LLC
864,57,2024-04-27,Mediation Services,6290.67,Martinez Ltd
865,57,2023-03-13,Research/Legal Database,1313.31,Wright-Vang
866,57,2023-02-06,Research/Legal Database,11796.02,"Wise, Boyd and Hendrix"
867,58,2024-04-10,Transcript Services,5360.71,"Ali, Mayer and Moore"
868,58,2024-07-06,Travel,4518.31,"Pineda, Meyer and King"
869,58,2024-06-05,Filing Fees,3746.49,Ward Inc
870,58,2024-08-21,Court Fees,3070.59,Mcpherson and Sons
871,58,2024-06-03,Travel,4683.43,Smith-Bauer
872,58,2024-05-18,Mediation Services,8959.19,Mccormick-Smith
873,59,2022-10-18,Deposition,5183.62,"Alvarez, Carlson and Watson"
874,59,2022-11-13,Transcript Services,5038.33,Porter Ltd
875,59,2023-09-02,Expert Witness,9310.09,"Brown, Kelly and Moore"
876,59,2023-07-18,Travel,2229.05,Martinez and Sons
877,59,2023-03-19,Transcript Services,14502.6,"Kramer, Sherman and Trujillo"
878,60,2023-08-12,Investigation,3634.72,Smith Group
879,60,2023-05-31,Investigation,1797.39,King Inc
880,60,2023-09-23,Expert Witness,34445.68,Hansen-Daniels
881,60,2023-09-27,Research/Legal Database,2823.59,"Lopez, Bailey and Oconnor"
882,60,2023-03-17,Court Fees,1418.87,"Rocha, Spencer and Jones"
883,61,2024-01-28,Transcript Services,1098.22,Weiss-Weaver
884,61,2024-03-22,Mediation Services,7352.9,"Hunter, Gross and Andrade"
885,61,2024-04-21,Court Fees,3447.89,Parsons-Allen
886,61,2024-05-09,Investigation,2566.76,"Coffey, Fuentes and Lee"
887,61,2024-05-02,Court Fees,612.28,"Moore, Campbell and Ortiz"
888,61,2024-02-27,Document Review,5085.09,Mills Inc
889,61,2024-01-08,Document Review,11280.48,White Inc
890,61,2024-02-06,Court Fees,4994.57,Lee-Johnson
891,61,2024-04-25,Court Fees,3062.66,Barrett-Fox
892,61,2024-05-06,Mediation Services,12212.27,Williams-Walker
893,61,2024-05-09,Court Fees,2632.82,Conrad and Sons
894,61,2024-04-28,Expert Witness,25465.47,Mcdonald Ltd
895,61,2024-01-11,Document Review,4050.74,"Paul, Zamora and Short"
896,61,2024-05-22,Expert Witness,49246.27,Colon LLC
897,61,2024-04-05,Research/Legal Database,12463.26,"Jones, Torres and Blackburn"
898,61,2024-06-21,Document Review,4750.47,Garcia and Sons
899,61,2024-04-05,Research/Legal Database,3163.17,Lee Ltd
900,62,2024-10-15,Court Fees,3415.76,"Meza, Hansen and Grant"
901,62,2024-12-05,Expert Witness,11483.18,"Ray, Craig and Park"
902,62,2024-11-02,Research/Legal Database,3612.77,Jackson and Sons
903,62,2024-11-15,Transcript Services,4413.23,"Morgan, Moore and Murillo"
904,62,2024-11-04,Court Fees,1138.62,Orr-Pierce
905,62,2024-12-30,Expert Witness,31250.35,Gutierrez-Schultz
906,62,2024-12-13,Document Review,11257.66,Franklin-Hart
907,62,2024-10-11,Investigation,12068.63,"Howe, King and Nixon"
908,62,2024-11-04,Investigation,13307.88,Smith-Johnson
909,63,2024-08-27,Transcript Services,827.76,Holmes LLC
910,63,2024-07-09,Research/Legal Database,6599.66,Lewis LLC
911,63,2024-07-11,Deposition,3842.26,"Short, Ellison and Dixon"
912,63,2024-10-16,Travel,9306.54,"Moore, Johnson and Kelly"
913,63,2024-08-01,Investigation,6430.14,Preston-Wright
914,63,2024-08-22,Investigation,9238.83,Davis-Ross
915,63,2024-12-16,Document Review,10942.9,"Jones, Nguyen and Olson"
916,63,2024-10-01,Expert Witness,48673.01,"Warner, Weiss and Davis"
917,63,2024-10-29,Research/Legal Database,4420.05,Cross PLC
918,63,2024-09-13,Deposition,8444.45,Weeks LLC
919,63,2024-09-07,Deposition,6259.12,Butler-Parrish
920,63,2024-12-08,Deposition,2007.52,Adkins PLC
921,63,2024-12-18,Expert Witness,10913.6,"Waters, Reyes and Torres"
922,63,2024-07-15,Court Fees,3087.38,"Cunningham, Murphy and Wolfe"
923,63,2024-08-03,Court Fees,1938.51,"Dennis, Long and Griffin"
924,63,2024-10-20,Mediation Services,8930.91,"Davis, Reynolds and Hartman"
925,63,2024-08-03,Court Fees,1268.28,Miller-Duncan
926,64,2022-10-25,Mediation Services,13272.21,Baker-Ross
927,64,2023-09-13,Document Review,11121.35,"Anderson, Taylor and Hansen"
928,64,2023-10-28,Mediation Services,13330.99,"Duncan, Hoffman and Shea"
929,64,2023-11-27,Document Review,7445.06,Jones Group
930,64,2023-06-12,Filing Fees,4060.24,"Davis, Powers and Henderson"
931,64,2023-07-03,Mediation Services,10279.74,Cooper-Rios
932,64,2024-06-20,Research/Legal Database,3601.46,Huerta PLC
933,64,2024-08-03,Filing Fees,4996.07,Hanson-Alexander
934,64,2024-10-28,Expert Witness,27508.99,Gonzalez LLC
935,64,2023-01-22,Document Review,5023.44,"Farrell, Rodriguez and Brown"
936,64,2024-11-18,Document Review,842.72,Melton LLC
937,64,2022-09-25,Travel,4944.9,"Brock, Torres and Ruiz"
938,64,2023-06-19,Mediation Services,14658.11,"Medina, Harris and Mills"
939,64,2023-04-19,Transcript Services,2088.26,Dean-Gay
940,64,2024-04-19,Expert Witness,27081.31,"Smith, Aguilar and Alvarado"
941,64,2022-10-20,Transcript Services,12772.38,Brown and Sons
942,64,2024-07-07,Research/Legal Database,1743.43,"Nelson, Marshall and Landry"
943,64,2022-11-08,Document Review,1132.38,"Nelson, Christian and Keller"
944,65,2024-11-15,Transcript Services,11186.17,Carter Ltd
945,65,2024-06-07,Mediation Services,14032.7,Romero-Mckinney
946,65,2024-11-28,Travel,4537.34,Delacruz-Schmidt
947,65,2024-04-01,Research/Legal Database,12587.28,"Rasmussen, Castro and Marquez"
948,65,2024-02-12,Deposition,9816.83,"Torres, Burns and Garner"
949,65,2024-02-05,Document Review,8334.82,"Bell, Garrett and Young"
950,65,2024-12-23,Mediation Services,6837.17,"Hill, Brown and Scott"
951,65,2024-06-08,Investigation,14195.96,Raymond LLC
952,65,2024-04-14,Expert Witness,27687.64,Prince-Sandoval
953,65,2024-02-28,Court Fees,1508.01,Meyer-Gregory
954,65,2024-11-18,Mediation Services,6448.17,"Perez, Allen and Hernandez"
955,65,2024-12-21,Document Review,6759.56,"Murphy, Daniels and Clark"
956,65,2024-03-16,Research/Legal Database,10859.03,"Sutton, Harris and Taylor"
957,65,2024-09-17,Expert Witness,12567.76,"Browning, Jordan and Stout"
958,65,2024-10-14,Research/Legal Database,3389.88,"Fitzpatrick, Stark and Stewart"
959,65,2024-08-04,Investigation,10451.63,"Wilson, Stewart and Hobbs"
960,65,2024-09-30,Research/Legal Database,13060.19,Beard-Gutierrez
961,66,2023-10-24,Deposition,1013.41,Reese-Underwood
962,66,2024-02-12,Travel,7852.26,"Hill, Maxwell and Rodriguez"
963,66,2023-07-05,Expert Witness,7743.18,"Jensen, Obrien and Salazar"
964,66,2024-01-23,Expert Witness,29684.47,Mcdaniel LLC
965,66,2023-05-14,Filing Fees,1619.0,Anderson-Mathis
966,66,2023-11-21,Document Review,11284.76,"Brooks, Christian and Henry"
967,66,2023-06-12,Filing Fees,2540.47,Perez Group
968,66,2024-04-14,Transcript Services,2112.83,Schaefer Group
969,66,2023-07-24,Expert Witness,5151.14,"Mcneil, Todd and Jones"
970,66,2024-07-03,Mediation Services,8790.19,Camacho-Burns
971,66,2023-09-12,Transcript Services,14989.45,Clay-Patterson
972,66,2024-04-20,Court Fees,1634.55,"Moss, James and Edwards"
973,66,2024-01-30,Filing Fees,4092.45,"Armstrong, Herrera and Davidson"
974,66,2024-03-16,Expert Witness,31084.03,Meyer Group
975,66,2023-11-15,Court Fees,2230.17,Rich and Sons
976,66,2023-12-16,Research/Legal Database,12395.8,Terrell-Williams
977,67,2024-07-18,Investigation,3422.35,"Estes, Lee and Gonzales"
978,67,2024-11-29,Investigation,11261.39,Murray-Henderson
979,67,2024-09-17,Transcript Services,10262.18,Vaughn and Sons
980,67,2024-08-08,Transcript Services,11037.96,"Hayes, Sharp and Wilson"
981,67,2024-11-01,Transcript Services,1148.58,"Payne, Long and Morris"
982,67,2024-04-11,Expert Witness,29379.97,Garza-Marquez
983,67,2024-05-29,Deposition,3701.81,Davis-Nguyen
984,67,2024-09-27,Court Fees,4742.61,"Hogan, Higgins and Martinez"
985,67,2024-05-05,Mediation Services,6666.23,Walters-Miller
986,68,2023-10-14,Filing Fees,1602.25,"Moody, Hunt and Herring"
987,68,2023-08-19,Expert Witness,6037.6,Williams-Jackson
988,68,2023-08-12,Transcript Services,12331.07,"Huffman, Martin and Thomas"
989,68,2023-10-25,Transcript Services,7968.22,Barnes LLC
990,68,2023-10-18,Travel,3241.37,Roberts-White
991,68,2023-11-16,Court Fees,4506.43,Smith LLC
992,68,2023-06-18,Travel,9577.83,Foley-Stephens
993,68,2023-06-16,Court Fees,4683.06,Young-Chapman
994,68,2023-09-05,Mediation Services,13294.52,Ramos-Burke
995,68,2023-06-17,Deposition,1832.2,"Ramirez, Fuller and Wilkins"
996,68,2023-07-21,Transcript Services,8551.79,Hernandez Ltd
997,68,2023-08-14,Deposition,7248.73,Nash Ltd
998,68,2023-09-22,Deposition,5511.24,"Evans, Knapp and Williams"
999,69,2024-11-09,Document Review,2676.18,Martin LLC
1000,69,2024-11-26,Expert Witness,13510.07,"Graves, Armstrong and Hart"
1001,69,2024-12-28,Document Review,12171.34,"Riley, Huynh and Davis"
1002,69,2024-10-29,Expert Witness,8078.61,Merritt-Wilkins
1003,69,2024-12-09,Travel,3915.48,"Brown, Ruiz and Martinez"
1004,69,2024-12-18,Travel,3499.61,Rose-Warren
1005,69,2024-12-03,Filing Fees,634.87,"Brown, Duncan and Krause"
1006,69,2024-11-19,Deposition,4375.56,Webb Ltd
1007,69,2024-11-25,Transcript Services,9304.54,"Mitchell, Lynch and Stewart"
1008,69,2024-11-18,Document Review,4609.06,"Gomez, Anderson and Hart"
1009,69,2024-11-18,Document Review,13016.84,"Jimenez, Morton and Stephenson"
1010,69,2024-10-23,Filing Fees,2487.28,Krause-Smith
1011,69,2024-10-05,Expert Witness,9297.07,"Robles, Mclaughlin and Clark"
1012,69,2024-11-26,Mediation Services,2500.25,Gutierrez-Cook
1013,69,2024-11-21,Expert Witness,41455.1,"Lewis, Davidson and Vaughn"
1014,69,2024-10-25,Mediation Services,13698.62,Parker PLC
1015,69,2024-11-20,Mediation Services,2707.01,Wilson LLC
1016,69,2024-11-02,Research/Legal Database,9962.96,"Carroll, Choi and Collier"
1017,69,2024-10-20,Mediation Services,6977.71,Nielsen-Mendoza
1018,69,2024-11-14,Document Review,14538.12,Brewer Group
1019,69,2024-10-16,Research/Legal Database,14434.1,Mcclain-Herrera
1020,69,2024-11-01,Filing Fees,1133.32,Reilly-Brown
1021,69,2024-11-18,Mediation Services,5526.43,"Hardy, Stewart and Herrera"
1022,70,2023-09-20,Investigation,4300.16,"Rivera, Hendricks and Flynn"
1023,70,2023-06-29,Deposition,9143.51,Ramirez Inc
1024,70,2023-12-07,Investigation,3797.32,Sims-Kirby
1025,70,2024-04-21,Deposition,6734.56,Lopez-Wilson
1026,70,2024-08-24,Travel,4704.27,Thornton-Edwards
1027,70,2023-06-08,Research/Legal Database,14290.01,Miller-Wiley
1028,70,2023-12-26,Travel,4099.97,Robinson-Turner
1029,71,2024-05-12,Expert Witness,5378.96,Strickland Inc
1030,71,2024-08-07,Court Fees,1217.62,Lloyd PLC
1031,71,2024-05-23,Court Fees,4966.21,Mclean-Oconnor
1032,71,2024-08-28,Mediation Services,14281.06,Thomas-Wiggins
1033,71,2024-11-14,Mediation Services,10667.68,"Rhodes, Anderson and Hardy"
1034,71,2024-08-11,Court Fees,2970.28,"Hancock, Wilson and Collins"
1035,71,2024-04-24,Filing Fees,4722.21,"Wiggins, Cook and Small"
1036,71,2024-05-10,Research/Legal Database,11901.38,"Reese, Johnson and Blake"
1037,71,2024-09-27,Deposition,4113.56,Flores and Sons
1038,71,2024-06-27,Expert Witness,17908.91,"Flores, Alexander and Wilson"
1039,71,2024-05-22,Filing Fees,1014.9,Wilson-Mullen
1040,71,2024-09-06,Expert Witness,7737.45,Clark LLC
1041,71,2024-09-03,Transcript Services,3006.95,Thomas-Bush
1042,71,2024-06-26,Expert Witness,16902.6,Jackson LLC
1043,71,2024-09-20,Filing Fees,605.89,Fernandez-Williams
1044,71,2024-04-20,Court Fees,1075.04,"Williams, Reyes and Miller"
1045,71,2024-07-24,Travel,5701.34,"Carlson, Watkins and Huff"
1046,71,2024-10-13,Investigation,1756.66,"Kelly, Cook and Gonzalez"
1047,71,2024-10-28,Court Fees,3755.33,"Miller, Livingston and Duran"
1048,72,2022-10-19,Travel,9852.48,Hess Ltd
1049,72,2022-09-01,Research/Legal Database,8733.08,Collins-Newman
1050,72,2023-01-21,Filing Fees,808.9,Hall-Walker
1051,72,2023-03-07,Court Fees,1062.92,"Scott, Cox and White"
1052,72,2023-04-03,Document Review,14224.31,Mccormick-Khan
1053,72,2022-08-25,Deposition,1103.76,Jones Inc
1054,72,2022-07-08,Filing Fees,2458.52,Singleton-Campbell
1055,72,2022-07-06,Deposition,3019.5,"Anderson, Garcia and Roth"
1056,72,2023-02-05,Document Review,5024.82,Hawkins-Jones
1057,72,2022-06-14,Expert Witness,48679.03,Morales-Gutierrez
1058,73,2023-08-20,Research/Legal Database,13460.59,"Moore, Olson and Jones"
1059,73,2022-08-18,Investigation,6574.95,"Garza, Mueller and Graham"
1060,73,2024-01-15,Travel,8669.17,"Benson, Thompson and Caldwell"
1061,73,2023-12-04,Document Review,6050.88,"Andrews, Tucker and Vargas"
1062,73,2023-04-01,Expert Witness,9818.19,"Davis, Wallace and Parker"
1063,73,2023-02-10,Court Fees,1998.03,"Rodriguez, Cervantes and Wise"
1064,73,2023-01-17,Expert Witness,21467.79,Newman-Brown
1065,73,2022-08-26,Travel,9676.35,Clay Ltd
1066,73,2024-02-04,Document Review,7631.36,Guerrero Group
1067,73,2023-06-01,Research/Legal Database,4262.36,Gilbert-West
1068,73,2022-08-16,Deposition,6025.01,Evans-Bauer
1069,73,2023-10-11,Filing Fees,873.83,Robbins-Herman
1070,73,2024-07-14,Filing Fees,2906.41,"Smith, Downs and Powell"
1071,73,2022-06-07,Research/Legal Database,14132.92,Brown-Santana
1072,74,2022-09-07,Research/Legal Database,12477.73,Warner LLC
1073,74,2022-05-31,Research/Legal Database,6216.5,Glenn-Young
1074,74,2022-08-07,Expert Witness,27922.46,Garrett-Joseph
1075,74,2022-07-04,Filing Fees,3666.17,Gardner-Bates
1076,74,2022-07-12,Filing Fees,4707.26,Peters LLC
1077,74,2022-08-23,Filing Fees,4787.17,Roberts Ltd
1078,74,2022-06-02,Research/Legal Database,4502.9,Jones Inc
1079,74,2022-06-04,Court Fees,4803.77,Barrett-Proctor
1080,75,2023-12-24,Investigation,13316.17,May Group
1081,75,2024-10-31,Filing Fees,4335.36,"Munoz, Simmons and White"
1082,75,2024-06-02,Investigation,7904.23,"Wilkins, Cruz and Perez"
1083,75,2024-04-27,Document Review,11956.55,Lane Ltd
1084,75,2024-02-06,Document Review,7362.92,"Adams, House and Johnston"
1085,75,2023-11-10,Court Fees,3480.76,Carroll Ltd
1086,75,2024-04-02,Transcript Services,1371.3,"Olson, Vaughn and Thomas"
1087,75,2024-09-06,Travel,4254.45,Marshall-Miller
1088,75,2024-11-13,Expert Witness,23575.14,Sanchez Ltd
1089,75,2024-09-10,Court Fees,4128.24,"Miller, Schultz and Yates"
1090,75,2024-03-09,Document Review,7758.68,Berger PLC
1091,75,2024-09-26,Investigation,14904.61,Gibson-Escobar
1092,75,2024-06-30,Research/Legal Database,2320.53,Fisher-Yu
1093,75,2024-10-05,Deposition,8776.85,Jackson-Neal
1094,75,2024-07-10,Travel,3768.4,Acosta-Elliott
1095,75,2023-11-22,Document Review,11027.84,Lane-Berry
1096,75,2024-08-04,Filing Fees,2964.58,Lamb-Weber
1097,75,2024-02-27,Court Fees,1178.67,Martinez Inc
1098,75,2024-10-27,Deposition,8115.67,King-Gilbert
1099,75,2024-02-22,Filing Fees,4295.64,Smith-Rodriguez
1100,75,2024-01-10,Transcript Services,11204.69,"Stevenson, Hopkins and Wood"
1101,75,2024-01-10,Deposition,2472.64,"Young, White and Rose"
1102,75,2023-11-10,Document Review,8835.06,Coffey PLC
1103,75,2024-12-02,Research/Legal Database,749.28,Monroe Group
1104,76,2023-01-14,Document Review,12114.93,Guerrero Ltd
1105,76,2023-01-08,Court Fees,3948.87,Lane LLC
1106,76,2022-12-10,Court Fees,3517.61,Campos-Wilson
1107,76,2022-12-16,Transcript Services,7649.34,Alvarez-Alvarez
1108,76,2023-01-23,Travel,5920.32,"Hall, Vega and Price"
1109,76,2022-12-20,Court Fees,2890.38,"Berg, Smith and Ho"
1110,76,2022-12-29,Investigation,4111.63,"Stewart, Moreno and Blanchard"
1111,76,2022-12-12,Filing Fees,1550.76,"Walsh, Blanchard and Reynolds"
1112,76,2023-01-21,Travel,4036.27,Rogers-Adams
1113,76,2022-12-12,Transcript Services,11939.85,"Silva, Murray and Leonard"
1114,76,2022-12-19,Mediation Services,13179.26,"Chapman, Lee and Rogers"
1115,76,2023-01-10,Mediation Services,12191.23,Edwards Inc
1116,76,2023-01-09,Court Fees,2877.06,Smith Inc
1117,76,2023-01-02,Document Review,9006.95,"Griffin, Robinson and Campbell"
1118,76,2022-12-17,Filing Fees,2915.78,Harvey Inc
1119,76,2023-01-22,Filing Fees,2323.18,"Shannon, Robinson and Greene"
1120,76,2022-12-13,Expert Witness,20629.25,Miller PLC
1121,77,2024-07-22,Court Fees,4968.33,"Gallagher, Wong and Pratt"
1122,77,2024-08-01,Research/Legal Database,1821.07,Dominguez LLC
1123,77,2024-08-21,Deposition,3799.02,"Mayer, Fowler and Livingston"
1124,77,2024-08-18,Document Review,1692.8,Schwartz-Contreras
1125,77,2024-11-18,Research/Legal Database,4083.45,Martin-Jones
1126,77,2024-11-19,Expert Witness,10330.87,Price-Ferrell
1127,77,2024-08-15,Filing Fees,729.31,Thompson-Jones
1128,77,2024-12-27,Transcript Services,11287.63,Bishop and Sons
1129,78,2024-08-16,Filing Fees,518.86,Thomas Group
1130,78,2024-06-09,Travel,5470.04,"Rodriguez, Alexander and Green"
1131,78,2024-05-11,Court Fees,3710.88,Duncan LLC
1132,78,2024-09-06,Mediation Services,6083.23,Mosley and Sons
1133,78,2024-08-17,Expert Witness,14118.61,Fitzpatrick Ltd
1134,78,2024-07-07,Expert Witness,49977.61,Graves Group
1135,78,2024-08-05,Travel,1945.31,"Zimmerman, Wise and Mendoza"
1136,78,2024-07-09,Investigation,8486.0,"Norman, Floyd and Fernandez"
1137,78,2024-05-06,Transcript Services,9532.02,"Meyers, Olson and Bradley"
1138,78,2024-10-01,Expert Witness,8608.19,Cook-Turner
1139,78,2024-05-14,Document Review,970.29,"Davis, Nichols and Woodward"
1140,78,2024-05-18,Expert Witness,14443.55,Hodges-Roberts
1141,78,2024-06-07,Investigation,12292.73,"Williams, Cruz and Lee"
1142,78,2024-08-24,Travel,1962.44,Mccoy LLC
1143,78,2024-07-22,Investigation,11339.31,"Kim, Lopez and Johnson"
1144,78,2024-05-10,Transcript Services,12428.22,"Allen, Price and Sparks"
1145,78,2024-08-16,Mediation Services,6516.64,Ferguson-Flowers
1146,78,2024-07-16,Court Fees,4480.82,Johnson Inc
1147,78,2024-06-28,Filing Fees,4478.48,"Williams, Wilson and Roman"
1148,78,2024-08-20,Research/Legal Database,11528.11,Bentley-Berg
1149,78,2024-07-30,Deposition,7153.69,"Riley, Buckley and Johnson"
1150,79,2022-02-11,Expert Witness,37479.13,"Smith, Meadows and Montgomery"
1151,79,2022-03-03,Document Review,1928.57,"Anderson, Jackson and Williams"
1152,79,2022-03-16,Document Review,12758.31,Bryant and Sons
1153,79,2022-06-30,Investigation,12411.4,Meyers Inc
1154,79,2022-02-05,Deposition,8806.02,"Lloyd, Walker and Brock"
1155,79,2022-04-09,Expert Witness,33290.88,"Gregory, Nguyen and Daugherty"
1156,79,2022-05-09,Court Fees,1427.15,Morris and Sons
1157,79,2022-06-16,Investigation,5440.53,"Thompson, Brown and Hill"
1158,79,2022-06-15,Deposition,5770.98,Horton PLC
1159,79,2022-02-16,Court Fees,601.85,Frost Inc
1160,79,2022-02-09,Research/Legal Database,8592.62,"Salazar, Strickland and Smith"
1161,79,2022-04-21,Investigation,8077.5,Smith Inc
1162,79,2022-06-05,Expert Witness,26225.32,"Eaton, Butler and Aguirre"
1163,79,2022-06-18,Investigation,9181.79,"Martinez, Thomas and Nelson"
1164,79,2022-04-14,Expert Witness,37177.65,Hurley PLC
1165,79,2022-06-02,Investigation,2123.29,"White, Porter and Clements"
1166,79,2022-05-20,Filing Fees,976.03,Bailey-Smith
1167,79,2022-03-02,Expert Witness,29863.62,Downs Inc
1168,79,2022-05-18,Mediation Services,2110.49,"Romero, Marshall and Sims"
1169,79,2022-02-24,Transcript Services,7314.73,Lee and Sons
1170,79,2022-05-31,Research/Legal Database,2381.79,Jimenez-Moore
1171,79,2022-07-18,Travel,7091.61,Newman LLC
1172,79,2022-02-25,Transcript Services,9689.28,Cook-Trujillo
1173,79,2022-06-15,Filing Fees,1630.91,Garcia Inc
1174,80,2024-12-06,Court Fees,2909.63,Moore Inc
1175,80,2024-07-18,Investigation,5413.3,Jones and Sons
1176,80,2024-10-02,Travel,1362.87,"Riley, Barnes and Burgess"
1177,80,2024-11-28,Filing Fees,3018.46,Maxwell LLC
1178,80,2024-04-27,Court Fees,4548.52,Rojas and Sons
1179,80,2024-06-13,Expert Witness,13192.75,Jones PLC
1180,80,2024-07-18,Document Review,8431.93,Thomas-Reilly
1181,80,2024-07-09,Mediation Services,5811.88,Brooks-Ellis
1182,80,2024-04-16,Deposition,5189.7,Cantrell-Harris
1183,80,2024-03-25,Mediation Services,956.43,"Carroll, Ramirez and Rodriguez"
1184,80,2024-07-12,Research/Legal Database,9944.31,Jackson-Cooper
1185,80,2024-11-24,Document Review,3315.24,"Moore, Norton and Cisneros"
1186,80,2024-11-30,Research/Legal Database,3592.67,"Cordova, Wyatt and Miller"
1187,80,2024-11-15,Filing Fees,4838.04,Atkins-Robinson
1188,80,2024-07-14,Research/Legal Database,14569.03,Ramirez-Blair
1189,80,2024-10-07,Court Fees,2258.16,Wright Group
1190,80,2024-08-18,Expert Witness,40520.39,"Shah, Mcintyre and Villanueva"
1191,80,2024-06-27,Filing Fees,3211.09,Williams Group
1192,80,2024-10-06,Filing Fees,2981.69,"Johnson, Schmidt and Mendoza"
1193,80,2024-10-27,Investigation,4263.93,Chavez and Sons
1194,81,2023-07-31,Expert Witness,22502.01,Steele Group
1195,81,2024-12-02,Investigation,10392.48,Howard and Sons
1196,81,2024-06-14,Deposition,1596.64,Smith Ltd
1197,81,2023-12-03,Transcript Services,10506.36,"Stevens, Hudson and Silva"
1198,81,2024-12-17,Travel,6202.58,Ingram-Sawyer
1199,81,2024-01-29,Deposition,7272.83,Sims-Padilla
1200,81,2023-06-14,Research/Legal Database,1796.92,"Jones, Barry and Cook"
1201,81,2023-07-02,Expert Witness,38110.99,Mullins-Wolfe
1202,81,2024-05-25,Filing Fees,4525.92,"Norton, French and Miller"
1203,81,2024-10-24,Research/Legal Database,6131.73,"Randolph, Robertson and Kent"
1204,81,2024-01-06,Expert Witness,26615.42,Rodriguez LLC
1205,81,2024-03-03,Expert Witness,14791.35,Diaz and Sons
1206,81,2024-06-14,Deposition,1417.79,"Jones, Fletcher and Harris"
1207,81,2024-12-20,Mediation Services,11619.23,Fernandez Ltd
1208,81,2024-03-10,Research/Legal Database,4590.0,"Pitts, Warner and Mullins"
1209,81,2024-08-17,Travel,7325.35,Gomez-Adams
1210,81,2024-07-03,Court Fees,3290.01,Brown-Watson
1211,81,2024-02-25,Travel,6200.99,"Rose, Martinez and Mckinney"
1212,81,2024-07-01,Document Review,8356.52,"Lam, Hayes and Richardson"
1213,81,2024-06-29,Document Review,7799.14,"Lamb, Everett and Jones"
1214,82,2024-09-13,Expert Witness,5459.85,Miller-Myers
1215,82,2022-09-30,Court Fees,3823.66,Rodriguez LLC
1216,82,2022-07-26,Transcript Services,12235.85,Crawford and Sons
1217,82,2023-09-08,Court Fees,4163.21,"Johnson, Butler and Fleming"
1218,82,2024-10-23,Deposition,8723.36,Reed-Wallace
1219,82,2024-01-10,Expert Witness,11631.2,Lopez-Johnson
1220,82,2024-06-15,Deposition,9204.33,"Newman, Jenkins and Cooper"
1221,82,2024-01-11,Filing Fees,2643.22,Tucker-Wade
1222,82,2023-09-17,Deposition,7872.86,"Wallace, Torres and Anderson"
1223,82,2024-06-03,Mediation Services,14842.85,Mccormick and Sons
1224,82,2023-08-02,Document Review,6362.06,Carrillo-Williams
1225,82,2023-03-24,Travel,3079.8,Huber-Montgomery
1226,83,2023-04-14,Deposition,3094.05,"Mitchell, Mcpherson and Franco"
1227,83,2024-04-24,Mediation Services,1815.37,"Bauer, Martin and Wilson"
1228,83,2024-11-23,Expert Witness,19663.32,"Martinez, Green and Lopez"
1229,83,2024-01-23,Court Fees,4462.09,Wade LLC
1230,83,2023-04-05,Document Review,13725.22,Fernandez-Martin
1231,83,2023-07-23,Filing Fees,1668.1,Sullivan Group
1232,83,2024-06-17,Research/Legal Database,7613.47,Reilly-Moore
1233,83,2024-11-06,Transcript Services,11914.95,"Cantrell, Rivera and Thornton"
1234,83,2023-11-22,Court Fees,1940.26,Montes-Webster
1235,83,2024-11-23,Travel,5966.29,"Thomas, Cunningham and Meadows"
1236,83,2023-10-30,Deposition,7700.14,"Rodriguez, Mendoza and Williams"
1237,83,2024-04-14,Court Fees,1115.67,Parker Group
1238,83,2024-03-02,Court Fees,4576.25,Griffin Inc
1239,83,2023-08-09,Investigation,5277.98,"Davidson, Silva and Walker"
1240,83,2024-10-13,Court Fees,1102.94,Gonzalez-Miller
1241,83,2024-08-13,Transcript Services,5895.68,"Powers, Miller and Hunt"
